Unnamed: 0,title,collection,room,startYear,endYear,creatorName,url,image
464688,La Vierge à l'Enfant,Département des Peintures,"Salle 716, Aile Denon, Niveau 1",1600.0,1700.0,"Gessi, Francesco",https://collections.louvre.fr/ark:/53355/cl010061140,https://collections.louvre.fr/media/cache/large/0000000021/0000061140/0001246464_OG.JPG
464689,Concert,Département des Peintures,"Salle 716, Aile Denon, Niveau 1",1615.0,,"Spada, Leonello",https://collections.louvre.fr/ark:/53355/cl010061141,https://collections.louvre.fr/media/cache/large/0000000021/0000061141/0000389332_OG.JPG
464691,La Tuile,Département des Peintures,"Salle 828, Aile Richelieu, Niveau 2",1628.0,1630.0,"La Hyre, Laurent de",https://collections.louvre.fr/ark:/53355/cl010061143,https://collections.louvre.fr/media/cache/large/0000000021/0000061143/0000391018_OG.JPG
464694,Nymphes et satyres,Département des Peintures,"Salle 724, Aile Denon, Niveau 1",1675.0,1725.0,"Ricci, Sebastiano",https://collections.louvre.fr/ark:/53355/cl010061147,https://collections.louvre.fr/media/cache/large/0000000021/0000061147/0000135111_OG.JPG
464696,La Rixe,Département des Peintures,"Salle 718, Aile Denon, Niveau 1",1754.0,,"Traversi, Gaspare",https://collections.louvre.fr/ark:/53355/cl010061149,https://collections.louvre.fr/media/cache/large/0000000021/0000061149/0000319945_OG.JPG
464698,La Vierge adorant l'Enfant Jésus,Département des Peintures,"Salle 729, Aile Denon, Niveau 1",1600.0,1700.0,"Sassoferrato (Giovanni Battista Salvi, dit)",https://collections.louvre.fr/ark:/53355/cl010061151,https://collections.louvre.fr/media/cache/large/0000000021/0000061151/0001246418_OG.JPG
464699,"La Sainte Famille avec sainte Catherine d'Alexandrie, saint Sébastien et un donateur",Département des Peintures,"Salle 711, Aile Denon, Niveau 1",1500.0,1600.0,"Sebastiano del Piombo (Sebastianio Luciani, dit)",https://collections.louvre.fr/ark:/53355/cl010061083,https://collections.louvre.fr/media/cache/large/0000000021/0000061083/0000909368_OG.JPG
464705,L'Été ou Cérès et ses compagnes implorant le soleil.,Département des Peintures,"Salle 705, Aile Denon, Niveau 1",1774.0,,"Durameau, Louis-Jacques",https://collections.louvre.fr/ark:/53355/cl010061037,https://collections.louvre.fr/media/cache/large/0000000021/0000061037/0000167961_OG.JPG
464709,David sacré roi par Samuel,Département des Peintures,"Salle 827, Aile Richelieu, Niveau 2",1647.0,,"Gellée, Claude",https://collections.louvre.fr/ark:/53355/cl010061041,https://collections.louvre.fr/media/cache/large/0000000021/0000061041/0000136364_OG.JPG
464710,"La Paix, la Justice, la Force, la Loi",Département des Peintures,"Salle 601, Aile Sully, Niveau 1",1825.0,1850.0,"Gassies, Jean Bruno",https://collections.louvre.fr/ark:/53355/cl010061042,https://collections.louvre.fr/media/cache/large/0000000021/0000061042/0000317996_OG.JPG
464713,Hercule obtenant de Diane la biche aux cornes d'or,Département des Peintures,"Salle 347, Aile Denon, Niveau 0",1799.0,,"Garnier, Étienne Barthélémy",https://collections.louvre.fr/ark:/53355/cl010061045,https://collections.louvre.fr/media/cache/large/0000000021/0000061045/0000779440_OG.JPG
464714,"Le grand prêtre Corésus se sacrifie pour sauver Callirhoé (Pausanias, VII, 21).",Département des Peintures,"Salle 929, Aile Sully, Niveau 2",1765.0,,"Fragonard, Jean-Honoré",https://collections.louvre.fr/ark:/53355/cl010061047,https://collections.louvre.fr/media/cache/large/0000000021/0000061047/0000355133_OG.JPG
464715,Scène du massacre de la Saint-Barthélemy (24 août 1572),Département des Peintures,"Salle 946, Aile Sully, Niveau 2",1836.0,,"Fragonard, Alexandre-Évariste",https://collections.louvre.fr/ark:/53355/cl010061048,https://collections.louvre.fr/media/cache/large/0000000021/0000061048/0000136372_OG.JPG
464716,Les Arts rendant hommage au souverain,Département des Peintures,"Salle 641, Aile Sully, Niveau 1",1825.0,1850.0,"Fragonard, Alexandre-Évariste",https://collections.louvre.fr/ark:/53355/cl010061049,https://collections.louvre.fr/media/cache/large/0000000021/0000061049/0000167786_OG.JPG
